ORF,Chr,ORF_Start,ORF_End,Strand,TSS,TTS,TranscriptLength,TranscriptQualifier,TranscriptCenter,PromoterLength,PromoterQualifier,PromoterCenter,NDR3pLength,NDR3pQualifier,NDR3pCenter,Plus1,Minus1,RelativePlus1,RelativeMinus1,NDRcenter,NDRwidth
YOR023C,chrXV,377712,376012,-1,377789,375959,1831,Verified,376874,416,divergent,377997,81,tandem,375918,377804,378217,-15,-428,378011,266
YOR025W,chrXV,378219,379562,1,378206,379712,1507,Verified,378959,416,divergent,377998,54,tandem,379739,378217,377804,11,-402,378011,266
YOR026W,chrXV,379781,380806,1,379767,380988,1222,Verified,380378,54,tandem,379740,14,tandem,380995,379833,379560,66,-207,379697,126
YOR027W,chrXV,381053,382822,1,381003,382911,1909,Verified,381957,14,tandem,380996,296,convergent,383059,381021,380697,18,-306,380859,177
YOR028C,chrXV,384420,383533,-1,384420,383208,1213,Verified,383814,2308,divergent,385574,2204,convergent,382106,384665,385213,-245,-793,384939,401
YOR030W,chrXV,386825,388684,1,386729,388684,1956,Verified,387707,2308,divergent,385575,528,tandem,388948,386773,386537,44,-192,386655,89
YOR031W,chrXV,389213,389422,1,389213,389528,316,Verified,389371,528,tandem,388949,242,convergent,389649,NaN,NaN,NaN,NaN,NaN,NaN
YOR032C,chrXV,391075,389771,-1,391075,389771,1305,Verified,390423,988,divergent,391569,557,convergent,389492,391040,391295,35,-220,391168,108
YOR033C,chrXV,394524,392416,-1,394578,392319,2260,Verified,393449,150,tandem,394653,254,convergent,392192,394619,394905,-41,-327,394762,139
YOR034C,chrXV,397086,394837,-1,397299,394729,2571,Verified,396014,33,tandem,397316,150,tandem,394654,397293,397626,6,-327,397460,186
YOR035C,chrXV,400104,397735,-1,400124,397659,2466,Verified,398892,211,divergent,400230,-10,tandem,397664,400079,400377,45,-253,400228,151
YOR036W,chrXV,400348,401214,1,400336,401283,948,Verified,400810,211,divergent,400230,211,tandem,401389,400377,400079,41,-257,400228,151
YOR037W,chrXV,401555,402655,1,401495,402736,1242,Verified,402116,211,tandem,401389,-75,convergent,402698,NaN,NaN,NaN,NaN,NaN,NaN
YOR038C,chrXV,405388,402761,-1,405439,402662,2778,Verified,404051,187,divergent,405533,1166,convergent,402079,405379,405664,60,-225,405522,138
YOR039W,chrXV,405768,406544,1,405627,406797,1171,Verified,406212,187,divergent,405533,237,tandem,406916,405664,405379,37,-248,405522,138
YOR040W,chrXV,407064,407921,1,407035,408272,1238,Verified,407654,237,tandem,406916,141,tandem,408343,NaN,NaN,NaN,NaN,NaN,NaN
YOR042W,chrXV,408425,409660,1,408414,409734,1321,Verified,409074,141,tandem,408343,743,tandem,410106,408409,408089,-5,-325,408249,173
YOR043W,chrXV,410870,412330,1,410478,412486,2009,Verified,411482,743,tandem,410106,221,tandem,412597,410509,410209,31,-269,410359,153
YOR044W,chrXV,413007,413480,1,412708,413700,993,Verified,413204,221,tandem,412597,94,tandem,413747,412787,412468,79,-240,412628,172
YOR045W,chrXV,413852,414037,1,413795,414197,403,Verified,413996,94,tandem,413748,193,convergent,414294,413879,413586,84,-209,413733,146
YOR046C,chrXV,415907,414459,-1,415939,414391,1549,Verified,415165,240,tandem,416059,595,convergent,414093,415897,416193,42,-254,416045,149
YOR047C,chrXV,417681,416347,-1,417835,416180,1656,Verified,417008,703,tandem,418187,240,tandem,416060,417786,418181,49,-346,417984,248
YOR048C,chrXV,421650,418630,-1,421682,418539,3144,Verified,420111,745,tandem,422055,703,tandem,418187,421652,421942,30,-260,421797,143
YOR049C,chrXV,423732,422668,-1,423952,422428,1525,Verified,423190,777,tandem,424341,745,tandem,422055,424287,424669,-335,-717,424478,235
YOR051C,chrXV,426084,424846,-1,426155,424730,1426,Verified,425443,349,tandem,426330,777,tandem,424341,426074,426531,81,-376,426303,310
YOR052C,chrXV,427224,426772,-1,427349,426505,845,Verified,426927,405,tandem,427552,349,tandem,426330,427326,427673,23,-324,427500,200
YOR054C,chrXV,429857,427833,-1,429998,427755,2244,Verified,428877,189,tandem,430093,405,tandem,427552,429959,430313,39,-315,430136,207
YOR056C,chrXV,431626,430247,-1,431703,430188,1516,Verified,430946,415,divergent,431911,189,tandem,430093,431688,431921,15,-218,431805,86
YOR057W,chrXV,432186,433373,1,432119,433450,1332,Verified,432785,415,divergent,431911,-24,convergent,433438,432168,431921,49,-198,432045,100
YOR058C,chrXV,436345,433688,-1,436473,433427,3047,Verified,434950,2377,tandem,437662,1307,convergent,432773,436447,436744,26,-271,436596,150
YOR061W,chrXV,441534,442553,1,441410,442775,1366,Verified,442093,222,divergent,441299,-128,convergent,442711,441431,441143,21,-267,441287,141
YOR063W,chrXV,444686,445849,1,444664,445967,1304,Verified,445316,1418,divergent,443955,24,convergent,445979,444712,444293,48,-371,444503,272
YOR064C,chrXV,446738,446079,-1,446731,445992,740,Verified,446362,460,divergent,446961,1327,convergent,445328,446755,447132,-24,-401,446944,230
YOR065W,chrXV,447439,448368,1,447192,448670,1479,Verified,447931,460,divergent,446962,554,tandem,448947,447132,446755,-60,-437,446944,230
YOR066W,chrXV,449436,451325,1,449225,451533,2309,Verified,450379,554,tandem,448948,117,convergent,451592,449218,448895,-7,-330,449057,176
YOR067C,chrXV,453462,451729,-1,453503,451651,1853,Verified,452577,179,divergent,453593,2425,convergent,450438,453467,453732,36,-229,453600,118
YOR069W,chrXV,453768,455795,1,453683,455910,2228,Verified,454797,179,divergent,453593,-2042,convergent,454889,453732,453467,49,-216,453600,118
YOR068C,chrXV,454213,453869,-1,454213,453869,345,Verified,454041,1627,tandem,455027,185,convergent,453776,NaN,NaN,NaN,NaN,NaN,NaN
YOR070C,chrXV,457820,455907,-1,457994,455841,2154,Verified,456918,1271,tandem,458630,1627,tandem,455027,457954,458224,40,-230,458089,123
YOR071C,chrXV,461276,459480,-1,461378,459266,2113,Verified,460322,3058,divergent,462907,1271,tandem,458630,461341,461555,37,-177,461448,67
YOR073W,chrXV,464771,466543,1,464749,466676,1928,Verified,465713,118,tandem,464690,-86,convergent,466633,464756,464307,7,-442,464532,302
YOR074C,chrXV,467589,466675,-1,467653,466591,1063,Verified,467122,541,divergent,467924,1841,convergent,465670,467606,467850,47,-197,467728,97
YOR075W,chrXV,468212,469252,1,468195,469305,1111,Verified,468750,541,divergent,467924,-6,convergent,469302,468222,467992,27,-203,468107,83
YOR076C,chrXV,471620,469377,-1,471657,469300,2358,Verified,470479,203,divergent,471759,1104,convergent,468748,471612,471909,45,-252,471761,150
YOR077W,chrXV,471899,472597,1,471861,472779,919,Verified,472320,203,divergent,471759,-68,tandem,472745,471909,471612,48,-249,471761,150
YOR078W,chrXV,472725,473369,1,472712,473408,697,Verified,473060,-68,tandem,472746,-3,convergent,473406,472716,472304,4,-408,472510,265
YOR079C,chrXV,474416,473475,-1,474429,473406,1024,Verified,473918,160,divergent,474509,693,convergent,473059,474403,474634,26,-205,474519,84
YOR080W,chrXV,474594,476792,1,474590,476958,2369,Verified,475774,160,divergent,474510,-106,convergent,476905,474634,474403,44,-187,474519,84
YOR081C,chrXV,479188,476939,-1,479214,476853,2362,Verified,478034,243,divergent,479336,2262,convergent,475722,479171,479528,43,-314,479350,210
YOR083W,chrXV,479533,480420,1,479458,480420,963,Verified,479939,243,divergent,479336,166,tandem,480503,479528,479171,70,-287,479350,210
YOR084W,chrXV,480587,481750,1,480587,481804,1218,Verified,481196,166,tandem,480504,168,tandem,481888,480558,480349,-29,-238,480454,62
YOR085W,chrXV,482033,483085,1,481973,483188,1216,Verified,482581,168,tandem,481889,-57,convergent,483159,482020,481711,47,-262,481866,162
YOR086C,chrXV,486779,483219,-1,486980,483132,3849,Verified,485056,645,divergent,487303,1158,convergent,482553,486921,487225,59,-245,487073,157
YOR087W,chrXV,487707,489734,1,487626,489851,2226,Verified,488739,645,divergent,487303,150,convergent,489926,487673,487225,47,-401,487449,301
YOR089C,chrXV,490828,490196,-1,490905,490002,904,Verified,490454,-71,tandem,490869,2375,convergent,488814,490842,491170,63,-265,491006,181
YOR090C,chrXV,492841,491123,-1,492918,490835,2084,Verified,491877,452,divergent,493144,-71,tandem,490871,492902,493137,16,-219,493020,88
YOR091W,chrXV,493433,494470,1,493371,494534,1164,Verified,493953,452,divergent,493145,511,tandem,494790,493399,493137,28,-234,493268,115
YOR092W,chrXV,495127,496968,1,495046,497170,2125,Verified,496108,511,tandem,494790,164,convergent,497252,495131,494430,85,-616,494781,554
YOR094W,chrXV,502795,503346,1,502699,503495,797,Verified,503097,217,divergent,502590,-60,convergent,503465,502748,502472,49,-227,502610,129
YOR095C,chrXV,504328,503552,-1,504398,503436,963,Verified,503917,1367,divergent,505082,736,convergent,503068,504448,504756,-50,-358,504602,161
YOR096W,chrXV,505794,506767,1,505766,506857,1092,Verified,506312,1367,divergent,505082,17,convergent,506866,505777,505086,11,-680,505432,544
YOR098C,chrXV,511178,507948,-1,511262,507826,3437,Verified,509544,498,divergent,511511,284,tandem,507684,511191,511711,71,-449,511451,373
YOR099W,chrXV,511825,513006,1,511761,513099,1339,Verified,512430,498,divergent,511512,195,convergent,513197,511711,511191,-50,-570,511451,373
YOR100C,chrXV,514278,513295,-1,514420,513295,1126,Verified,513858,749,divergent,514795,1533,convergent,512528,514418,514656,2,-236,514537,91
YOR101W,chrXV,515244,516173,1,515170,516380,1211,Verified,515775,749,divergent,514795,-21,convergent,516369,515169,514656,-1,-514,514913,366
YOR103C,chrXV,516841,516449,-1,516920,516360,561,Verified,516640,543,divergent,517192,1189,convergent,515765,516841,517093,79,-173,516967,105
YOR104W,chrXV,517642,518490,1,517464,518574,1111,Verified,518019,543,divergent,517192,452,tandem,518800,517477,517256,13,-208,517367,74
YOR106W,chrXV,519121,519972,1,519027,520081,1055,Verified,519554,452,tandem,518801,993,tandem,520578,519097,518828,70,-199,518963,122
YOR107W,chrXV,521353,522282,1,521075,522627,1553,Verified,521851,993,tandem,520578,369,tandem,522812,521101,520387,26,-688,520744,567
YOR108W,chrXV,523027,524841,1,522997,524928,1932,Verified,523963,369,tandem,522812,220,tandem,525038,522966,522589,-31,-408,522778,230
YOR109W,chrXV,525278,528601,1,525149,528822,3674,Verified,526986,220,tandem,525039,35,tandem,528840,525180,524903,31,-246,525042,130
YOR110W,chrXV,528941,530248,1,528858,530309,1452,Verified,529584,35,tandem,528840,79,tandem,530349,528892,528625,34,-233,528759,120
YOR112W,chrXV,531508,533793,1,531438,533856,2419,Verified,532647,0,tandem,531438,119,tandem,533916,531482,531215,44,-223,531349,120
YOR113W,chrXV,534075,536819,1,533976,536819,2844,Verified,535398,119,tandem,533916,589,tandem,537114,534022,533754,46,-222,533888,121
YOR115C,chrXV,539465,538659,-1,539516,538571,946,Verified,539044,148,tandem,539590,1161,convergent,537990,539458,539734,58,-218,539596,129
YOR116C,chrXV,544145,539763,-1,544359,539665,4695,Verified,542012,576,divergent,544647,148,tandem,539591,544347,544617,12,-258,544482,123
YOR117W,chrXV,545029,546333,1,544936,546468,1533,Verified,545702,576,divergent,544648,184,tandem,546560,544998,544742,62,-194,544870,109
YOR118W,chrXV,546857,548560,1,546653,548734,2082,Verified,547694,184,tandem,546561,-109,convergent,548679,546683,546424,30,-229,546554,112
YOR119C,chrXV,550246,548792,-1,550300,548626,1675,Verified,549463,485,divergent,550543,1972,convergent,547640,550239,550503,61,-203,550371,117
YOR120W,chrXV,551114,552052,1,550786,552189,1404,Verified,551488,485,divergent,550543,-78,convergent,552150,550503,550239,-283,-547,550371,117
YOR122C,chrXV,552887,552298,-1,552938,552112,827,Verified,552525,177,tandem,553027,1325,convergent,551449,552849,553172,89,-234,553011,176
YOR123C,chrXV,554570,553176,-1,554656,553116,1541,Verified,553886,88,tandem,554700,177,tandem,553027,554583,554862,73,-206,554723,132
YOR124C,chrXV,558642,554824,-1,558749,554745,4005,Verified,556747,142,tandem,558820,88,tandem,554701,558715,558960,34,-211,558838,98
YOR125C,chrXV,559731,559030,-1,559780,558892,889,Verified,559336,113,tandem,559837,142,tandem,558821,559756,559988,24,-208,559872,85
YOR126C,chrXV,560677,559961,-1,560708,559894,815,Verified,560301,194,divergent,560805,113,tandem,559837,560654,560932,54,-224,560793,131
YOR127W,chrXV,561170,564193,1,560903,564368,3466,Verified,562636,194,divergent,560806,46,convergent,564391,560932,560654,29,-249,560793,131
YOR128C,chrXV,566191,564476,-1,566217,564415,1803,Verified,565316,479,tandem,566457,3511,convergent,562659,566204,566492,13,-275,566348,141
YOR129C,chrXV,569558,566877,-1,569606,566697,2910,Verified,568152,254,tandem,569733,479,tandem,566457,569593,569846,13,-240,569720,106
YOR130C,chrXV,570807,569929,-1,570916,569861,1056,Verified,570389,1209,tandem,571521,254,tandem,569734,570848,571123,68,-207,570986,128
YOR132W,chrXV,573175,574830,1,573095,574880,1786,Verified,573988,197,divergent,572996,171,tandem,574966,573143,572862,48,-233,573003,134
YOR133W,chrXV,575098,577626,1,575052,577811,2760,Verified,576432,171,tandem,574966,425,tandem,578024,575082,574768,30,-284,574925,167
YOR134W,chrXV,578564,579793,1,578237,580164,1928,Verified,579201,425,tandem,578024,-25,tandem,580151,578189,577976,-48,-261,578083,66
YOR136W,chrXV,580250,581359,1,580140,581513,1374,Verified,580827,-25,tandem,580153,171,convergent,581599,580073,579730,-67,-410,579902,196
YOR137C,chrXV,583681,581813,-1,584093,581685,2409,Verified,582889,143,tandem,584165,1544,convergent,580913,584010,584328,83,-235,584169,171
YOR138C,chrXV,586324,584309,-1,586389,584237,2153,Verified,585313,259,divergent,586519,143,tandem,584165,586340,586694,49,-305,586517,207
YOR140W,chrXV,586981,589281,1,586649,589539,2891,Verified,588094,259,divergent,586519,367,convergent,589723,586694,586340,45,-309,586517,207
YOR141C,chrXV,592587,589942,-1,592616,589907,2710,Verified,591262,247,divergent,592740,3257,convergent,588278,592574,592882,42,-266,592728,161
YOR142W,chrXV,593057,594046,1,592864,594238,1375,Verified,593551,247,divergent,592740,7121,convergent,597799,592882,592574,18,-290,592728,161
YOR143C,chrXV,602342,601383,-1,602425,601360,1066,Verified,601893,141,tandem,602496,8495,convergent,597112,602379,602661,46,-236,602520,135
YOR144C,chrXV,605092,602717,-1,605149,602567,2583,Verified,603858,108,tandem,605203,141,tandem,602496,605104,605391,45,-242,605248,140
YOR145C,chrXV,606171,605347,-1,606192,605258,935,Verified,605725,377,divergent,606381,108,tandem,605204,606161,606618,31,-426,606390,310
YOR147W,chrXV,606607,608475,1,606570,608648,2079,Verified,607609,377,divergent,606381,-86,convergent,608605,606618,606161,48,-409,606390,310
YOR148C,chrXV,609197,608640,-1,609219,608563,657,Verified,608891,283,tandem,609361,1992,convergent,607567,609180,609454,39,-235,609317,127
YOR149C,chrXV,611388,609838,-1,611427,609503,1925,Verified,610465,544,divergent,611699,283,tandem,609361,611399,611603,28,-176,611501,57
YOR150W,chrXV,611999,612490,1,611972,612589,618,Verified,612281,544,divergent,611700,372,convergent,612775,612010,611755,38,-217,611883,108
YOR151C,chrXV,616671,612997,-1,616945,612962,3984,Verified,614954,415,tandem,617153,989,convergent,612467,616889,617211,56,-266,617050,175
YOR153W,chrXV,619840,624375,1,619672,624488,4817,Verified,622080,1207,divergent,619068,190,tandem,624583,619683,619143,11,-529,619413,393
YOR155C,chrXV,627980,626628,-1,628012,626572,1441,Verified,627292,94,tandem,628059,1892,convergent,625626,627948,628207,64,-195,628078,112
YOR156C,chrXV,630540,628360,-1,630641,628107,2535,Verified,629374,272,tandem,630777,94,tandem,628060,630643,630865,-2,-224,630754,75
YOR157C,chrXV,631751,630966,-1,631788,630914,875,Verified,631351,354,divergent,631965,272,tandem,630778,631774,632166,14,-378,631970,245
YOR158W,chrXV,632164,633120,1,632143,633270,1128,Verified,632707,354,divergent,631966,-177,convergent,633181,632166,631774,23,-369,631970,245
YOR159C,chrXV,633566,633282,-1,633610,633094,517,Verified,633352,186,divergent,633703,950,convergent,632619,633584,633833,26,-223,633709,102
YOR160W,chrXV,633839,636757,1,633797,636841,3045,Verified,635319,186,divergent,633704,0,convergent,636841,633833,633584,36,-213,633709,102
YOR161C,chrXV,638558,636939,-1,638705,636842,1864,Verified,637774,415,tandem,638913,3044,convergent,635320,638715,639180,-10,-475,638948,318
YOR162C,chrXV,641992,639560,-1,642171,639412,2760,Verified,640792,532,divergent,642437,144,tandem,639340,642131,642396,40,-225,642264,118
YOR163W,chrXV,642741,643307,1,642704,643380,677,Verified,643042,532,divergent,642438,-143,convergent,643308,642741,642545,37,-159,642643,49
YOR164C,chrXV,644332,643394,-1,644352,643238,1115,Verified,643795,171,divergent,644438,533,convergent,642971,644314,644574,38,-222,644444,113
YOR165W,chrXV,644566,646896,1,644524,647063,2540,Verified,645794,171,divergent,644438,-111,convergent,647007,644574,644314,50,-210,644444,113
YOR166C,chrXV,648502,647126,-1,648540,646953,1588,Verified,647747,132,tandem,648606,2428,convergent,645739,648495,648705,45,-165,648600,63
YOR167C,chrXV,649007,648804,-1,649019,648673,347,Verified,648846,255,divergent,649147,132,tandem,648607,648990,649320,29,-301,649155,183
YOR168W,chrXV,649303,651732,1,649275,651810,2536,Verified,650543,255,divergent,649147,-17,convergent,651801,649320,648990,45,-285,649155,183
YOR171C,chrXV,653884,652010,-1,653977,651794,2184,Verified,652886,188,divergent,654071,2518,convergent,650535,653931,654228,46,-251,654080,150
YOR172W,chrXV,654210,656570,1,654166,656744,2579,Verified,655455,188,divergent,654072,519,tandem,657004,654228,653931,62,-235,654080,150
YOR173W,chrXV,657264,658325,1,657264,658442,1179,Verified,657853,519,tandem,657004,185,tandem,658535,657210,656995,-54,-269,657103,68
YOR174W,chrXV,658747,659601,1,658628,659726,1099,Verified,659177,185,tandem,658535,-74,convergent,659689,658672,658457,44,-171,658565,68
YOR175C,chrXV,661674,659815,-1,661769,659653,2117,Verified,660711,520,divergent,662029,1024,convergent,659141,661704,661939,65,-170,661822,88
YOR176W,chrXV,662401,663582,1,662290,663714,1425,Verified,663002,520,divergent,662030,1913,convergent,664671,662348,662134,58,-156,662241,67
YOR177C,chrXV,667179,665785,-1,667232,665628,1605,Verified,666430,288,tandem,667376,3337,convergent,663959,667243,667445,-11,-213,667344,55
YOR178C,chrXV,670241,667860,-1,670650,667521,3130,Verified,669086,924,tandem,671112,288,tandem,667377,670606,670847,44,-197,670727,94
YOR179C,chrXV,672411,671845,-1,672435,671575,861,Verified,672005,1658,tandem,673264,924,tandem,671113,672378,672667,57,-232,672523,142
YOR180C,chrXV,675167,674352,-1,675167,674094,1074,Verified,674631,706,divergent,675520,1658,tandem,673265,675201,675450,-34,-283,675326,102
YOR181W,chrXV,675939,677840,1,675874,677970,2097,Verified,676922,706,divergent,675521,136,convergent,678038,675917,675621,43,-253,675769,149
YOR182C,chrXV,678793,678191,-1,678849,678107,743,Verified,678478,0,divergent,678849,2232,convergent,676991,678779,679323,70,-474,679051,397
YOR184W,chrXV,679357,680544,1,679307,680660,1354,Verified,679984,45,tandem,679284,717,convergent,681019,679323,678779,16,-528,679051,397
YOR185C,chrXV,682106,681444,-1,682164,681378,787,Verified,681771,946,divergent,682637,2070,convergent,680343,682158,682494,6,-330,682326,189
YOR187W,chrXV,684030,685343,1,683946,685463,1518,Verified,684705,222,tandem,683835,206,tandem,685566,683961,683610,15,-336,683786,204
YOR188W,chrXV,685767,689180,1,685670,689310,3641,Verified,687490,206,tandem,685567,286,tandem,689453,685762,685477,92,-193,685620,138
YOR189W,chrXV,689624,689974,1,689597,690197,601,Verified,689897,286,tandem,689454,497,tandem,690446,689631,689324,34,-273,689478,160
YOR190W,chrXV,690695,692032,1,690695,692032,1338,Verified,691364,497,tandem,690446,356,tandem,692210,690552,690300,-143,-395,690426,105
YOR191W,chrXV,692475,697334,1,692389,697496,5108,Verified,694943,356,tandem,692211,1271,convergent,698132,692447,692165,58,-224,692306,135
YOR192C,chrXV,700567,698768,-1,701649,698768,2882,Verified,700209,1998,tandem,702648,6378,convergent,695579,701636,701865,13,-216,701751,82
YOR193W,chrXV,710446,711576,1,710390,711690,1301,Verified,711040,6050,divergent,707365,-77,convergent,711651,710435,710048,45,-342,710242,240
YOR194C,chrXV,712543,711683,-1,712587,711614,974,Verified,712101,221,divergent,712698,1223,convergent,711002,712542,712843,45,-256,712693,154
YOR195W,chrXV,712866,715331,1,712809,715577,2769,Verified,714193,221,divergent,712698,-146,convergent,715504,712843,712542,34,-267,712693,154
YOR196C,chrXV,716837,715593,-1,716885,715432,1454,Verified,716159,184,divergent,716977,2622,convergent,714121,716821,717122,64,-237,716972,154
YOR197W,chrXV,717086,718384,1,717070,718455,1386,Verified,717763,184,divergent,716978,-24,convergent,718443,717122,716821,52,-249,716972,154
YOR198C,chrXV,720065,718653,-1,720254,718432,1823,Verified,719343,89,tandem,720299,1361,convergent,717751,720236,720521,18,-267,720379,138
YOR201C,chrXV,721708,720470,-1,721726,720344,1383,Verified,721035,196,divergent,721824,89,tandem,720299,721634,722073,92,-347,721854,292
YOR202W,chrXV,721946,722608,1,721923,722774,852,Verified,722349,196,divergent,721825,117,tandem,722833,722073,721634,150,-289,721854,292
YOR204W,chrXV,722911,724725,1,722892,725039,2148,Verified,723966,117,tandem,722833,383,convergent,725231,722947,722458,55,-434,722703,342
YOR205C,chrXV,727234,725564,-1,727242,725423,1820,Verified,726333,240,divergent,727362,2530,convergent,724158,727215,727520,27,-278,727368,158
YOR206W,chrXV,727512,729644,1,727483,729724,2242,Verified,728604,240,divergent,727363,164,convergent,729806,727520,727215,37,-268,727368,158
YOR207C,chrXV,733457,730008,-1,733480,729889,3592,Verified,731685,259,divergent,733610,2405,convergent,728686,733462,733763,18,-283,733613,154
YOR208W,chrXV,733925,736177,1,733740,736311,2572,Verified,735026,259,divergent,733610,-36,convergent,736293,733763,733462,23,-278,733613,154
YOR209C,chrXV,737726,736437,-1,737877,736276,1602,Verified,737077,385,divergent,738070,2535,convergent,735008,737827,738056,50,-179,737942,82
YOR210W,chrXV,738320,738532,1,738263,738823,561,Verified,738543,385,divergent,738070,21,convergent,738834,738330,738056,67,-207,738193,127
YOR211C,chrXV,741569,738924,-1,741760,738845,2916,Verified,740303,1029,divergent,742275,581,convergent,738554,741720,741980,40,-220,741850,113
YOR212W,chrXV,742910,744181,1,742790,744363,1574,Verified,743577,1029,divergent,742275,-162,convergent,744282,742808,742151,18,-639,742480,510
YOR213C,chrXV,745281,744535,-1,745373,744202,1172,Verified,744788,219,tandem,745483,1411,convergent,743496,745344,745611,29,-238,745478,120
YOR215C,chrXV,747282,746725,-1,747290,746583,708,Verified,746937,63,tandem,747322,279,tandem,746443,747262,747546,28,-256,747404,137
YOR216C,chrXV,748979,747525,-1,749031,747354,1678,Verified,748193,152,divergent,749107,63,tandem,747322,749001,749251,30,-220,749126,103
YOR217W,chrXV,749301,751886,1,749184,752114,2931,Verified,750649,152,divergent,749108,-208,convergent,752010,749251,749001,67,-183,749126,103
YOR219C,chrXV,755009,752214,-1,755065,751907,3159,Verified,753486,238,divergent,755184,2722,convergent,750546,755062,755350,3,-285,755206,141
YOR221C,chrXV,757558,756476,-1,757610,756307,1304,Verified,756959,219,divergent,757720,1002,convergent,755806,757603,757838,7,-228,757721,88
YOR222W,chrXV,758330,759253,1,757830,759287,1458,Verified,758559,219,divergent,757720,461,tandem,759518,757838,757603,8,-227,757721,88
YOR224C,chrXV,761265,760825,-1,761301,760718,584,Verified,761010,155,tandem,761379,968,convergent,760234,761242,761569,59,-268,761406,180
YOR226C,chrXV,762084,761614,-1,762105,761457,649,Verified,761781,487,divergent,762349,155,tandem,761379,762089,762374,16,-269,762232,138
YOR227W,chrXV,762825,766565,1,762593,766726,4134,Verified,764660,487,divergent,762349,14,convergent,766733,762626,762374,33,-219,762500,105
YOR228C,chrXV,767777,766869,-1,768049,766741,1309,Verified,767395,312,divergent,768205,4147,convergent,764667,767977,768375,72,-326,768176,251
YOR229W,chrXV,768409,769812,1,768362,770017,1656,Verified,769190,312,divergent,768206,731,tandem,770383,768375,767977,13,-385,768176,251
YOR230W,chrXV,770800,772113,1,770749,772276,1528,Verified,771513,731,tandem,770383,173,tandem,772363,770806,770475,57,-274,770641,184
YOR231W,chrXV,772601,774127,1,772450,774318,1869,Verified,773384,173,tandem,772363,150,tandem,774393,772514,772197,64,-253,772356,170
YOR232W,chrXV,774573,775259,1,774469,775414,946,Verified,774942,150,tandem,774394,224,tandem,775526,774493,774239,24,-230,774366,107
YOR233W,chrXV,775846,778248,1,775639,778315,2677,Verified,776977,224,tandem,775527,161,convergent,778396,775695,775432,56,-207,775564,116
YOR234C,chrXV,779405,778555,-1,779437,778477,961,Verified,778957,1454,divergent,780164,2837,convergent,777058,779407,780164,30,-727,779786,610
YOR236W,chrXV,780906,781541,1,780892,781611,720,Verified,781252,1454,divergent,780165,207,tandem,781715,780925,780578,33,-314,780752,200
YOR237W,chrXV,781994,783298,1,781819,783351,1533,Verified,782585,207,tandem,781715,324,tandem,783513,781819,781500,0,-319,781660,172
YOR239W,chrXV,784857,786744,1,784799,786951,2153,Verified,785875,119,tandem,784739,222,tandem,787062,784866,784601,67,-198,784734,118
YOR241W,chrXV,786995,788641,1,787174,788785,1612,Verified,787980,222,tandem,787063,-151,convergent,788709,787188,786894,14,-280,787041,147
YOR242C,chrXV,789857,788742,-1,789857,788635,1223,Verified,789246,197,tandem,789956,1460,convergent,787905,789798,790000,59,-143,789899,55
YOR243C,chrXV,792241,790211,-1,792255,790055,2201,Verified,791155,246,divergent,792378,197,tandem,789956,792228,792523,27,-268,792376,148
YOR244W,chrXV,792531,793868,1,792502,794043,1542,Verified,793273,246,divergent,792379,-83,convergent,794001,792523,792228,21,-274,792376,148
YOR245C,chrXV,795332,794076,-1,795528,793961,1568,Verified,794745,189,tandem,795623,1458,convergent,793232,795528,795734,-0,-206,795631,59
YOR247W,chrXV,797676,798308,1,797443,798444,1002,Verified,797944,586,divergent,797150,175,convergent,798532,797321,796836,-122,-607,797079,338
YOR249C,chrXV,800731,798674,-1,800747,798620,2128,Verified,799684,184,tandem,800839,1176,convergent,798032,800696,800935,51,-188,800816,92
YOR250C,chrXV,802307,800970,-1,802342,800932,1411,Verified,801637,112,tandem,802398,184,tandem,800840,802290,802535,52,-193,802413,98
YOR251C,chrXV,803464,802550,-1,803489,802455,1035,Verified,802972,145,divergent,803562,112,tandem,802399,803438,803674,51,-185,803556,89
YOR252W,chrXV,803667,804203,1,803635,804304,670,Verified,803970,145,divergent,803562,53,tandem,804331,803674,803438,39,-197,803556,89
YOR253W,chrXV,804377,804907,1,804358,805019,662,Verified,804689,53,tandem,804331,-114,convergent,804962,804421,804176,63,-182,804299,98
YOR254C,chrXV,807023,805032,-1,807071,804906,2166,Verified,805989,49,divergent,807096,547,convergent,804632,807009,807301,62,-230,807155,145
YOR255W,chrXV,807271,808107,1,807121,808107,987,Verified,807614,49,divergent,807096,77,convergent,808146,807301,807009,180,-112,807155,145
YOR256C,chrXV,810683,808254,-1,810832,808185,2648,Verified,809509,141,divergent,810903,1063,convergent,807653,810791,811021,41,-189,810906,83
YOR257W,chrXV,811008,811493,1,810974,811561,588,Verified,811268,141,divergent,810903,101,tandem,811612,811021,810791,47,-183,810906,83
YOR258W,chrXV,811671,812324,1,811663,812413,751,Verified,812038,101,tandem,811612,-95,convergent,812365,811720,811518,57,-145,811619,55
YOR259C,chrXV,813708,812395,-1,813729,812319,1411,Verified,813024,203,divergent,813831,655,convergent,811991,813692,813985,37,-256,813839,146
YOR260W,chrXV,813984,815720,1,813933,815841,1909,Verified,814887,203,divergent,813831,-4,convergent,815839,813985,813692,52,-241,813839,146
YOR261C,chrXV,816931,815915,-1,817024,815838,1187,Verified,816431,204,divergent,817126,1904,convergent,814886,817008,817283,16,-259,817146,128
